10,-15455.76953125
20,-19653.119140625
30,-21818.9609375
40,-23097.56640625
50,-24034.546875
60,-24927.876953125
70,-25405.171875
80,-25603.58203125
90,-25721.197265625
100,-25844.669921875
110,-25907.677734375
120,-25919.607421875
130,-25984.80078125
140,-26042.19921875
150,-26064.83203125
160,-26093.931640625
170,-26117.41796875
180,-26166.576171875
190,-26188.794921875
200,-26196.396484375
210,-26196.322265625
220,-26184.17578125
230,-26205.427734375
240,-26211.060546875
250,-26257.583984375
260,-26273.609375
270,-26264.66015625
280,-26281.048828125
290,-26296.8046875
300,-26275.947265625
310,-26317.203125
320,-26329.21875
330,-26316.845703125
340,-26301.013671875
350,-26304.24609375
360,-26351.12109375
370,-26317.365234375
380,-26327.169921875
390,-26269.41796875
400,-26342.9609375
410,-26332.18359375
420,-26357.267578125
430,-26343.5078125
440,-26333.578125
450,-26322.58984375
460,-26348.044921875
470,-26308.38671875
480,-26288.5234375
490,-26341.52734375
500,-26332.228515625
510,-26334.7265625
520,-26337.03125
530,-26336.15625
540,-26348.330078125
550,-26278.548828125
560,-26301.69140625
570,-26295.640625
580,-26335.271484375
590,-26328.869140625
600,-26354.50390625
610,-26337.40234375
620,-26383.037109375
630,-26348.7265625
640,-26331.052734375
650,-26330.943359375
660,-26358.4296875
670,-26328.5078125
680,-26358.587890625
690,-26329.884765625
700,-26340.9765625
710,-26345.169921875
720,-26340.02734375
730,-26355.3359375
740,-26361.83984375
750,-26375.03515625
760,-26359.01953125
770,-26329.349609375
780,-26376.7890625
790,-26325.671875
800,-26327.408203125
810,-26331.654296875
820,-26349.041015625
830,-26364.578125
840,-26365.349609375
850,-26334.80078125
860,-26364.2578125
870,-26353.22265625
880,-26353.046875
890,-26370.630859375
900,-26354.634765625
910,-26346.66015625
920,-26332.65625
930,-26363.953125
940,-26407.501953125
950,-26378.458984375
960,-26372.34765625
970,-26337.96484375
980,-26331.7421875
990,-26376.04296875
1000,-26357.25390625
