10,0.0026671444065868855,0.008804530836641788,0.004640725441277027,0.0041649057529866695,-0.025781456381082535,-0.02458026260137558,-0.006159869022667408,-0.022724557667970657,-0.011756385676562786
20,0.01161122415214777,0.010091116651892662,0.01805681362748146,0.001234642812050879,-0.021551648154854774,-0.02597172185778618,-0.004976979922503233,-0.03727848827838898,-0.02287272922694683
30,0.017695056274533272,0.010311520658433437,0.025799866765737534,-0.005179690197110176,-0.021501971408724785,-0.02980957180261612,-0.0004378075245767832,-0.04966147616505623,-0.022400254383683205
40,0.01978687196969986,0.007231481373310089,0.02776615135371685,-0.007936561480164528,-0.00411961181089282,-0.03369759023189545,0.003946008626371622,-0.06384927779436111,-0.0195094496011734
50,0.01925954781472683,0.00591952633112669,0.022300297394394875,-0.008244961500167847,0.013906469568610191,-0.03369759023189545,0.0020840996876358986,-0.06712641566991806,-0.023597365245223045
60,0.01912953145802021,0.008622583001852036,0.022300297394394875,-0.0061150239780545235,0.015270564705133438,-0.03428016975522041,0.0020840996876358986,-0.06765402108430862,-0.025271710008382797
70,0.01912953145802021,0.0033898665569722652,0.022929321974515915,-0.0033084023743867874,0.021941393613815308,-0.03428016975522041,0.0020840996876358986,-0.06859998404979706,-0.02578926272690296
80,0.01928594522178173,0.006990903057157993,0.02342650666832924,-0.00019358843564987183,0.013414554297924042,-0.0345468670129776,0.0029489181470125914,-0.06874267756938934,-0.025376224890351295
90,0.019463585689663887,0.00552692636847496,0.02233244478702545,-0.0007959468639455736,0.02310231886804104,-0.03481746092438698,0.002989426488056779,-0.07177558541297913,-0.025594204664230347
100,0.01753363013267517,0.006865411065518856,0.025007307529449463,0.00024647481041029096,0.021491477265954018,-0.03558865934610367,0.002989426488056779,-0.07177558541297913,-0.025378363206982613
110,0.016501888632774353,0.006635833997279406,0.026409313082695007,-0.0010102158412337303,0.02005399949848652,-0.035694099962711334,0.002989426488056779,-0.07386782020330429,-0.025378363206982613
120,0.019944079220294952,0.007471209857612848,0.02526133507490158,-0.0010102158412337303,0.022958943620324135,-0.03777853399515152,0.003778020851314068,-0.07614020258188248,-0.024897363036870956
130,0.01778770610690117,0.006067994982004166,0.024529611691832542,0.001266264938749373,0.02686871960759163,-0.03777853399515152,0.004365285858511925,-0.07667029649019241,-0.02630978263914585
140,0.021667052060365677,0.005599514581263065,0.02547050081193447,-0.00162778259254992,0.02643582969903946,-0.03777853399515152,0.004367591813206673,-0.07712868601083755,-0.025690313428640366
150,0.02097601257264614,0.006448718253523111,0.025417938828468323,-0.0006351538468152285,0.022394735366106033,-0.03994150087237358,0.0042382883839309216,-0.0803971067070961,-0.025690313428640366
160,0.019379517063498497,0.003890463849529624,0.02640993893146515,-0.00022071879357099533,0.0223701149225235,-0.03994150087237358,0.004877809435129166,-0.0803971067070961,-0.026639139279723167
170,0.02019433118402958,0.007272850722074509,0.026720989495515823,0.0008399604121223092,0.026918524876236916,-0.039877064526081085,0.004581762477755547,-0.0808136910200119,-0.026639139279723167
