10,65.75642395019531
20,66.09485626220703
30,66.40473937988281
40,66.45122528076172
50,66.57759857177734
60,66.48762512207031
70,66.49015808105469
80,66.43896484375
90,66.45148468017578
100,66.45138549804688
110,66.46829986572266
120,66.48753356933594
130,66.48375701904297
140,66.49057006835938
150,66.49343872070312
160,66.48702239990234
170,66.51565551757812
180,66.47828674316406
190,66.53137969970703
200,66.49386596679688
210,66.56232452392578
220,66.51708984375
230,66.51606750488281
240,66.46155548095703
250,66.4959945678711
260,66.49603271484375
270,66.51242065429688
280,66.51702117919922
290,66.48252868652344
300,66.39823913574219
310,66.39325714111328
320,66.4113998413086
330,66.44768524169922
340,66.4427490234375
350,66.37913513183594
360,66.42174530029297
370,66.40066528320312
380,66.45634460449219
390,66.48194885253906
400,66.46966552734375
410,66.4058609008789
420,66.44356536865234
430,66.43229675292969
440,66.3908920288086
450,66.37811279296875
460,66.4344711303711
470,66.4266128540039
480,66.43161010742188
490,66.48896789550781
500,66.49540710449219
510,66.4847640991211
520,66.49016571044922
530,66.47663879394531
540,66.49874877929688
550,66.4826889038086
560,66.54601287841797
570,66.58273315429688
580,66.60162353515625
590,66.57296752929688
600,66.49193572998047
610,66.44705200195312
620,66.50132751464844
630,66.49943542480469
640,66.43640899658203
650,66.43306732177734
660,66.4682846069336
670,66.3915786743164
680,66.4094009399414
690,66.47808074951172
700,66.45289611816406
710,66.49303436279297
720,66.4488754272461
730,66.43824005126953
740,66.4681625366211
750,66.50334167480469
760,66.44084930419922
770,66.40390014648438
780,66.41554260253906
790,66.46289825439453
800,66.47541809082031
810,66.4765396118164
820,66.47457885742188
830,66.4602279663086
840,66.47142791748047
850,66.47191619873047
860,66.46178436279297
870,66.44770812988281
880,66.40177917480469
890,66.42364501953125
900,66.33655548095703
910,66.33779907226562
920,66.33018493652344
930,66.3289566040039
940,66.32051086425781
950,66.31250762939453
960,66.29907989501953
970,66.28954315185547
980,66.27291870117188
990,66.25837707519531
1000,66.23605346679688
